,CustomerID,Cluster,ICI,Recency,Frequency,Monetary,AvgInvoiceTicket,PriceIndex,Recomendacao
165,12553,0,79.86,8,10,3692.28,369.228,0.0081647056947838,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
166,12556,0,76.01,50,2,603.71,301.855,0.0067935939002424,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
167,12557,0,77.4,16,5,11990.96,2398.192,0.0055543369843324,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
168,12558,0,79.33,8,1,269.96,269.96,0.0031897034749229,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
169,12559,2,55.03,311,2,561.71,280.855,0.0108531392848265,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
170,12560,0,79.47,5,3,2134.01,711.3366666666667,0.0072885635745838,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
171,12561,2,55.62,303,1,238.85,238.85,0.009065185430251,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
172,12562,0,79.52,8,7,3781.74,540.2485714285714,0.0081355665487534,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
173,12564,2,58.91,261,1,456.9,456.9,0.0170522287703366,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
174,12565,2,56.78,289,1,145.92000000000002,145.92000000000002,0.0071897982506753,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
175,12566,0,73.03,86,1,351.65,351.65,0.009961276073054,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
176,12567,0,77.98,23,10,9401.28,940.128,0.0086976204995665,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
177,12569,0,82.5,2,32,4124.6900000000005,128.89656250000002,0.0138677448524627,Consumo eficiente. Manter o padrão atual e acompanhar evolução mensal.
178,12571,0,76.84,40,2,519.61,259.805,0.0033698279064479,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
179,12572,0,79.21,9,2,1020.42,510.21,0.0107884277397826,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
180,12573,2,61.76,227,1,160.54000000000002,160.54000000000002,0.0064109681606666,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
181,12574,2,54.58,316,1,218.45,218.45,0.0159018222179398,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
182,12576,0,77.38,36,5,1315.83,263.16600000000005,0.0061358295935789,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
183,12577,0,77.34,35,3,657.8,219.26666666666665,0.0045805009846416,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
184,12578,0,77.82,21,2,2794.51,1397.255,0.0080559598640333,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
185,12579,0,73.64,78,1,440.42,440.42,0.0085193680121941,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
186,12580,2,60.06,247,1,415.7,415.7,0.0079738464294765,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
187,12581,0,76.79,40,1,197.71,197.71,0.0073813991347682,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
188,12582,2,60.83,239,2,511.36,255.68,0.015999123577665,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
189,12583,0,80.39,3,15,7281.38,485.42533333333336,0.0079196592286353,Consumo eficiente. Manter o padrão atual e acompanhar evolução mensal.
190,12584,0,80.24,4,9,2338.15,259.7944444444445,0.0190983495561009,Consumo eficiente. Manter o padrão atual e acompanhar evolução mensal.
191,12585,2,60.87,234,2,2040.1,1020.05,0.0105927788320034,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
192,12586,0,78.64,17,1,196.94000000000003,196.94000000000003,0.010694205832287,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
193,12587,0,79.38,8,1,144,144,0.0294983777360871,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
194,12588,0,76.86,39,1,214.9,214.9,0.0244458874318092,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
195,12589,0,77.69,29,2,646.68,323.34,0.0114902232605223,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
196,12590,2,60.86,211,2,9864.26,4932.13,0.0322542560270102,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
197,12591,2,54.41,317,1,452.85,452.85,0.0115617538759133,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
198,12592,0,72.67,92,2,437.6,218.8,0.0084491700935736,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
