CustomerID,Recency,Frequency,Monetary,TotalQuantity,AvgUnitPrice,UniqueProducts,CountryCount,AvgInvoiceTicket,MaxInvoiceTicket,AvgSpendPerPurchase,AvgQuantityPerPurchase,Cluster
12431.0,36,15,6487.45,2906,3.785063829787234,163,2,432.4966666666666,640.1,432.4966666666666,193.7333333333333,0
12432.0,43,5,5059.32,1801,10.550833333333332,107,1,1011.864,2862.06,1011.864,360.2,0
12433.0,1,7,13375.87,11071,2.1927380952380955,219,1,1910.838571428572,2843.29,1910.838571428572,1581.571428571429,0
12434.0,85,2,806.14,394,3.6726,46,1,403.07,519.89,403.07,197.0,0
12435.0,80,2,7829.89,2055,5.479166666666667,31,1,3914.9450000000006,3978.99,3914.945,1027.5,0
12436.0,100,1,509.01,211,5.2675,16,1,509.01,509.01,509.01,211.0,0
12437.0,2,18,4951.41,2922,4.012562814070352,118,1,275.0783333333333,736.55,275.0783333333333,162.33333333333334,0
12438.0,14,2,2906.85,1180,3.894897959183673,84,1,1453.425,2016.78,1453.425,590.0,0
12441.0,367,1,173.55,121,3.700909090909091,11,1,173.55,173.55,173.55,121.0,2
12442.0,3,1,172.06,182,3.34,12,1,172.06,172.06,172.06,182.0,0
12444.0,21,5,5005.46,1153,6.3586931818181816,138,1,1001.092,1870.2,1001.092,230.6,0
12445.0,22,1,133.4,62,7.9875,4,1,133.4,133.4,133.4,62.0,0
12446.0,58,1,1002.31,351,4.352631578947368,57,1,1002.31,1002.31,1002.31,351.0,0
12447.0,243,1,476.49,190,3.5742307692307693,26,1,476.49,476.49,476.49,190.0,2
12448.0,44,1,449.45,243,5.951818181818182,22,1,449.45,449.45,449.45,243.0,0
12449.0,22,4,4067.29,1553,3.694712041884817,118,1,1016.8225,1342.71,1016.8225,388.25,0
12450.0,156,2,197.88,128,1.6175,7,1,98.94,101.88,98.94,64.0,2
12451.0,11,5,9035.52,6575,2.450084745762712,265,1,1807.104,2919.51,1807.104,1315.0,0
12452.0,17,2,430.5700000000001,185,4.485,21,1,215.285,350.57,215.28500000000005,92.5,0
12453.0,134,1,707.09,473,2.393255813953488,43,1,707.09,707.09,707.09,473.0,0
12454.0,56,1,3528.34,1006,7.282,15,1,3528.34,3528.34,3528.34,1006.0,0
12455.0,73,6,2466.86,2089,3.173333333333334,85,2,411.1433333333334,1683.9,411.1433333333334,348.1666666666667,0
12456.0,44,3,3181.04,1633,3.62456,105,1,1060.3466666666666,1325.23,1060.3466666666666,544.3333333333334,0
12457.0,66,7,2363.23,843,5.357096774193548,53,2,337.6042857142857,743.28,337.6042857142857,120.42857142857144,0
12458.0,71,2,947.4,506,4.326315789473685,35,1,473.7000000000001,505.48,473.7,253.0,0
12461.0,94,2,826.88,287,4.258857142857143,35,1,413.44,626.88,413.44,143.5,0
12462.0,19,2,1189.59,536,4.689516129032258,51,1,594.7950000000001,762.11,594.795,268.0,0
12463.0,53,4,1344.78,776,3.0434939759036146,65,1,336.195,358.99,336.195,194.0,0
12464.0,10,8,1212.05,112,11.832758620689654,6,1,151.50625,281.9,151.50625,14.0,0
12465.0,17,2,742.19,479,2.76,46,1,371.095,440.94,371.095,239.5,0
12468.0,188,2,729.54,366,3.515,36,1,364.77,508.9500000000001,364.77,183.0,2
12471.0,2,30,19824.05,8212,4.300369565217392,150,1,660.8016666666666,2238.51,660.8016666666666,273.7333333333333,0
12472.0,32,7,6572.11,4148,2.397669616519174,219,1,938.8728571428572,1631.3,938.8728571428572,592.5714285714286,0
12473.0,29,5,3938.55,2439,8.323928571428572,140,1,787.71,1697.98,787.71,487.8,0
12474.0,17,18,7375.79,4847,2.8656603773584903,253,1,409.7661111111111,806.47,409.7661111111111,269.27777777777777,0
12475.0,54,1,723.38,535,2.941111111111111,36,1,723.38,723.38,723.38,535.0,0
12476.0,16,11,6816.42,2408,4.831030042918456,177,1,619.6745454545454,1750.46,619.6745454545454,218.9090909090909,0
12477.0,23,6,13219.74,3653,4.3832,191,1,2203.29,4257.06,2203.29,608.8333333333334,0
12478.0,4,1,680.99,236,4.537777777777778,36,1,680.99,680.99,680.99,236.0,0
12479.0,11,1,527.2,385,2.6687096774193546,31,1,527.2,527.2,527.2,385.0,0
12480.0,28,4,3281.63,1707,3.1344155844155845,129,1,820.4075,1136.6799999999998,820.4075,426.75,0
12481.0,23,10,5596.32,3304,3.4149769585253456,150,1,559.6320000000001,1307.76,559.632,330.4,0
12483.0,17,8,2484.98,1110,5.198133333333334,46,1,310.6225,547.56,310.6225,138.75,0
12484.0,33,6,4541.72,2191,3.126098265895954,256,1,756.9533333333334,1246.49,756.9533333333334,365.1666666666667,0
12488.0,10,3,1298.66,529,3.7347272727272727,46,1,432.8866666666667,553.39,432.8866666666667,176.33333333333334,0
12489.0,336,1,334.93,105,5.908,15,1,334.93,334.93,334.93,105.0,2
12490.0,5,10,5417.93,3064,2.692857142857143,131,1,541.793,1035.82,541.793,306.4,0
12491.0,39,1,460.4,260,3.376923076923077,25,1,460.4,460.4,460.4,260.0,0
12492.0,63,2,263.21000000000004,192,3.3475,19,1,131.60500000000002,136.82,131.60500000000002,96.0,0
12493.0,166,2,433.74,207,4.309090909090909,20,1,216.87,232.5,216.87,103.5,2
12494.0,16,7,1246.1,707,3.862207792207792,63,1,178.01428571428573,403.09,178.0142857142857,101.0,0
12497.0,82,1,1043.1,1236,2.06,14,1,1043.1,1043.1,1043.1,1236.0,0
12498.0,21,3,403.7000000000001,159,4.197826086956522,21,1,134.5666666666667,247.25000000000003,134.5666666666667,53.0,0
12500.0,23,11,4257.82,2678,5.63688524590164,34,1,387.07454545454544,1096.65,387.07454545454544,243.45454545454547,0
12501.0,337,1,2169.39,1783,2.4126845637583894,149,1,2169.39,2169.39,2169.39,1783.0,2
12502.0,96,5,3723.87,820,6.425238095238095,102,1,744.774,1092.35,744.774,164.0,0
12504.0,18,2,482.05,90,9.011111111111113,6,1,241.025,449.4,241.025,45.0,0
12506.0,233,1,73.5,23,3.1956521739130435,23,1,73.5,73.5,73.5,23.0,2
12507.0,134,3,1304.81,894,4.862857142857143,19,1,434.93666666666667,811.9,434.93666666666667,298.0,0
12508.0,26,2,398.27,272,1.720434782608696,57,1,199.135,275.19,199.135,136.0,0
12509.0,284,1,176.5,55,5.564285714285715,7,1,176.5,176.5,176.5,55.0,2
12510.0,143,2,982.57,353,4.263333333333334,29,1,491.285,681.05,491.285,176.5,2
12512.0,66,2,138.03,99,2.5794117647058825,31,1,69.015,122.33,69.015,49.5,0
12513.0,113,1,612.29,462,2.180571428571428,35,1,612.29,612.29,612.29,462.0,0
12514.0,267,1,1017.68,440,3.296862745098039,51,1,1017.68,1017.68,1017.68,440.0,2
12515.0,353,1,383.7,131,6.78125,16,1,383.7,383.7,383.7,131.0,2
12516.0,78,2,1312.06,875,2.725769230769231,20,1,656.03,728.86,656.03,437.5,0
12517.0,28,5,2502.84,1371,2.3527464788732395,232,1,500.568,771.75,500.568,274.2,0
12518.0,1,5,2056.89,1318,2.837177419354839,84,1,411.378,524.9,411.378,263.6,0
12519.0,64,1,340.84000000000003,183,2.9911111111111115,17,1,340.84000000000003,340.84000000000003,340.84000000000003,183.0,0
12520.0,79,5,2634.26,1439,3.288421052631579,121,1,526.8520000000001,987.42,526.8520000000001,287.8,0
12521.0,143,1,599.68,309,2.995789473684211,38,1,599.68,599.68,599.68,309.0,2
12522.0,39,2,192.72,194,5.0008333333333335,11,1,96.36,103.32,96.36,97.0,0
12523.0,19,11,1789.77,865,4.935471698113207,84,1,162.70636363636365,262.42,162.70636363636365,78.63636363636364,0
12524.0,9,8,4485.72,3699,2.9170833333333333,113,1,560.715,1094.33,560.715,462.375,0
12526.0,1,3,1316.66,632,3.3538028169014087,64,1,438.8866666666666,520.3,438.8866666666667,210.66666666666663,0
12527.0,82,3,348.71000000000004,234,2.9294444444444445,18,1,116.23666666666668,152.4,116.23666666666668,78.0,0
12528.0,9,6,1933.48,756,5.487934782608695,50,1,322.24666666666667,493.53,322.24666666666667,126.0,0
12530.0,60,4,1662.28,913,3.885454545454545,51,1,415.57,440.63,415.57,228.25,0
12531.0,15,1,125.22,45,3.8094117647058825,17,1,125.22,125.22,125.22,45.0,0
12532.0,30,1,349.83000000000004,153,3.698125,16,1,349.83000000000004,349.83000000000004,349.83000000000004,153.0,0
12534.0,131,1,1089.18,651,3.035396825396825,63,1,1089.18,1089.18,1089.18,651.0,0
12535.0,92,2,716.35,219,4.451470588235294,28,1,358.17499999999995,371.45,358.175,109.5,0
12536.0,43,3,12601.830000000002,2803,34.75452107279693,260,1,4200.610000000001,4279.71,4200.610000000001,934.3333333333334,0
12538.0,29,1,363.95,191,3.6433333333333335,21,1,363.95,363.95,363.95,191.0,0
12539.0,22,4,5568.35,2067,4.176520146520147,157,1,1392.0875,1715.85,1392.0875,516.75,0
12540.0,20,17,13400.24,6685,3.847050209205021,277,1,788.2494117647059,1380.11,788.2494117647059,393.2352941176471,0
12541.0,30,3,981.18,680,3.615769230769231,46,1,327.06,445.04,327.06,226.66666666666663,0
12544.0,36,1,372.7,136,4.106315789473685,19,1,372.7,372.7,372.7,136.0,0
12545.0,75,2,1000.39,523,4.0238,42,1,500.195,628.15,500.195,261.5,0
12546.0,47,2,1161.5,633,3.199275362318841,59,1,580.75,760.2,580.75,316.5,0
12547.0,198,2,207.8,134,7.95,7,1,103.9,159.4,103.9,67.0,2
12548.0,166,1,95.2,49,6.720000000000001,5,1,95.2,95.2,95.2,49.0,2
12550.0,79,1,964.83,569,3.090350877192982,57,1,964.83,964.83,964.83,569.0,0
12551.0,358,1,168.0,100,1.6800000000000002,10,1,168.0,168.0,168.0,100.0,2
12552.0,39,2,437.82,88,9.1155,20,1,218.91,317.82,218.91,44.0,0
12553.0,8,10,3692.28,1965,3.1996335078534037,95,1,369.228,700.31,369.228,196.5,0
12556.0,50,2,603.71,358,2.6623140495867768,100,1,301.855,312.9,301.855,179.0,0
12557.0,16,5,11990.96,4384,2.1766666666666667,15,1,2398.192,4146.34,2398.192,876.8,0
12558.0,8,1,269.96,196,1.25,11,1,269.96,269.96,269.96,196.0,0
12559.0,311,2,561.71,283,3.5490476190476192,21,1,280.855,486.11,280.855,141.5,2
12560.0,5,3,2134.01,1110,2.8562857142857143,91,1,711.3366666666667,1292.31,711.3366666666667,370.0,0
12561.0,303,1,238.85,177,2.964375,16,1,238.85,238.85,238.85,177.0,2
12562.0,8,7,3781.74,1779,3.188214285714286,99,1,540.2485714285714,654.37,540.2485714285715,254.14285714285717,0
12564.0,261,1,456.9,133,5.576190476190476,21,1,456.9,456.9,456.9,133.0,2
12565.0,289,1,145.92000000000002,80,2.351111111111111,9,1,145.92000000000002,145.92000000000002,145.92000000000002,80.0,2
12566.0,86,1,351.65,265,3.903684210526316,19,1,351.65,351.65,351.65,265.0,0
12567.0,23,10,9401.28,4305,3.40847533632287,323,1,940.128,1650.1,940.128,430.5,0
12569.0,2,32,4124.6900000000005,1801,5.434574468085106,92,1,128.89656250000002,348.68,128.89656250000002,56.28125,0
12571.0,40,2,519.61,523,1.3205882352941176,31,1,259.805,271.26,259.805,261.5,0
12572.0,9,2,1020.42,452,4.227833333333334,53,1,510.21,532.74,510.21,226.0,0
12573.0,227,1,160.54000000000002,84,2.0964285714285715,26,1,160.54000000000002,160.54000000000002,160.54000000000002,84.0,2
12574.0,316,1,218.45,61,5.2,11,1,218.45,218.45,218.45,61.0,2
12576.0,36,5,1315.83,967,2.4045454545454543,72,1,263.16600000000005,379.28,263.166,193.4,0
12577.0,35,3,657.8,472,1.795034013605442,137,1,219.26666666666665,327.89,219.26666666666665,157.33333333333334,0
12578.0,21,2,2794.51,1196,3.157017543859649,111,1,1397.255,1608.66,1397.255,598.0,0
12579.0,78,1,440.42,285,3.338620689655172,29,1,440.42,440.42,440.42,285.0,0
12580.0,247,1,415.7,238,2.6075,24,1,415.7,415.7,415.7,238.0,2
12581.0,40,1,197.71,161,2.8926666666666665,15,1,197.71,197.71,197.71,161.0,0
12582.0,239,2,511.36,300,5.2318181818181815,21,1,255.68,306.2,255.68,150.0,2
12583.0,3,15,7281.38,5060,3.103603238866397,115,1,485.42533333333336,855.86,485.42533333333336,337.3333333333333,0
12584.0,4,9,2338.15,416,7.484375,44,1,259.7944444444445,463.63,259.7944444444445,46.22222222222222,0
12585.0,234,2,2040.1,1279,3.4639080459770115,77,1,1020.05,1262.85,1020.05,639.5,2
12586.0,17,1,196.94000000000003,79,4.190909090909091,11,1,196.94000000000003,196.94000000000003,196.94000000000003,79.0,0
12587.0,8,1,144.0,51,11.56,4,1,144.0,144.0,144.0,51.0,0
12588.0,39,1,214.9,53,9.58,10,1,214.9,214.9,214.9,53.0,0
12589.0,29,2,646.68,306,4.502857142857143,29,1,323.34,515.18,323.34,153.0,0
12590.0,211,2,9864.26,4283,10.54735294117647,68,1,4932.13,9341.26,4932.13,2141.5,2
12591.0,317,1,452.85,228,3.780769230769231,26,1,452.85,452.85,452.85,228.0,2
12592.0,92,2,437.6,290,3.311111111111111,11,1,218.8,231.8,218.8,145.0,0
12593.0,109,3,418.1,206,2.6523809523809527,14,1,139.36666666666667,236.0,139.36666666666667,68.66666666666667,0
12594.0,38,10,3338.2200000000003,1777,3.023135593220339,50,1,333.822,722.4,333.822,177.7,0
12596.0,51,2,618.27,474,4.405555555555556,25,1,309.135,348.32,309.135,237.0,0
12597.0,19,4,3811.22,2236,3.942087378640776,184,1,952.805,2176.45,952.805,559.0,0
12598.0,10,8,3023.08,1964,2.8425757575757578,84,1,377.885,720.86,377.885,245.5,0
12599.0,29,7,1032.58,956,2.996290322580645,32,1,147.51142857142855,201.86,147.51142857142855,136.57142857142858,0
12600.0,29,10,2599.04,774,5.47375,32,1,259.904,427.94,259.904,77.4,0
12601.0,190,5,577.0600000000001,245,6.511071428571428,21,1,115.412,144.26,115.412,49.0,2
12602.0,59,1,153.12,162,1.9708333333333328,12,1,153.12,153.12,153.12,162.0,0
12603.0,22,1,739.1999999999999,63,14.475,2,1,739.1999999999999,739.1999999999999,739.1999999999999,63.0,0
12604.0,79,2,254.18,201,2.59125,15,1,127.09,178.5,127.09,100.5,0
12607.0,60,1,1579.51,1228,2.157722772277228,101,1,1579.51,1579.51,1579.51,1228.0,0
12609.0,78,3,1126.85,648,3.5178333333333334,57,1,375.6166666666666,512.8,375.6166666666666,216.0,0
12610.0,23,5,2099.54,1049,5.024716981132076,85,1,419.908,946.75,419.908,209.8,0
12611.0,52,1,1193.32,846,2.675076923076923,65,1,1193.32,1193.32,1193.32,846.0,0
12612.0,74,1,704.04,262,4.4389473684210525,19,1,704.04,704.04,704.04,262.0,0
12613.0,57,5,3344.38,1644,2.8726143790849674,124,1,668.876,1881.86,668.876,328.8,0
12614.0,278,1,315.6,76,5.61,20,1,315.6,315.6,315.6,76.0,2
12615.0,2,4,2291.19,1376,3.089619047619048,82,1,572.7975,656.95,572.7975,344.0,0
12616.0,95,2,713.3,284,3.8203125,25,1,356.65,457.7,356.65,142.0,0
12617.0,29,1,355.53000000000003,213,1.903095238095238,39,1,355.53000000000003,355.53000000000003,355.53000000000003,213.0,0
12618.0,22,1,177.31,96,6.63818181818182,11,1,177.31,177.31,177.31,96.0,0
12619.0,16,9,3641.24,3378,7.056555555555556,50,1,404.5822222222222,688.0,404.5822222222222,375.3333333333333,0
12620.0,15,3,1339.41,1181,2.1478260869565218,89,1,446.47,561.66,446.47,393.6666666666667,0
12621.0,2,20,13689.67,7440,2.892291220556745,261,1,684.4835,1209.8,684.4835,372.0,0
12622.0,232,1,180.1,69,5.739090909090909,11,1,180.1,180.1,180.1,69.0,2
12623.0,276,1,305.1,191,2.628888888888889,18,1,305.1,305.1,305.1,191.0,2
12624.0,106,2,641.13,355,3.8721052631578954,36,1,320.565,341.19,320.565,177.5,0
12625.0,212,2,2683.82,1612,2.1713953488372093,73,1,1341.91,1716.62,1341.91,806.0,2
12626.0,23,9,6620.4800000000005,3453,2.8210544217687072,232,1,735.6088888888888,1377.55,735.6088888888889,383.6666666666667,0
12627.0,11,7,4478.53,2752,2.937913043478261,162,1,639.79,1183.72,639.79,393.1428571428572,0
12628.0,4,3,786.46,448,3.591219512195122,34,1,262.15333333333336,333.64,262.15333333333336,149.33333333333334,0
12630.0,10,2,1270.88,548,4.48640625,60,1,635.44,701.79,635.44,274.0,0
12631.0,57,1,640.5,236,4.537096774193548,31,1,640.5,640.5,640.5,236.0,0
12633.0,59,4,2163.98,1162,3.211386138613862,73,1,540.995,1012.82,540.995,290.5,0
12635.0,90,2,1689.18,1172,2.522079207920792,96,1,844.5899999999999,1005.54,844.59,586.0,0
12637.0,67,8,6021.9,3002,2.6583076923076923,205,1,752.7375000000001,1516.68,752.7375,375.25,0
12638.0,33,1,671.69,577,2.56,39,1,671.69,671.69,671.69,577.0,0
12639.0,239,1,486.1,201,4.918181818181818,22,1,486.1,486.1,486.1,201.0,2
12640.0,24,3,1174.58,311,5.716981132075472,47,1,391.5266666666667,764.59,391.5266666666666,103.66666666666669,0
12641.0,115,1,185.9,72,6.964999999999999,10,1,185.9,185.9,185.9,72.0,0
12642.0,25,3,1013.26,552,3.5906382978723403,39,1,337.75333333333333,366.45,337.75333333333333,184.0,0
12643.0,128,6,3344.64,1808,5.187916666666666,11,1,557.44,1202.22,557.4399999999999,301.3333333333333,0
12644.0,130,1,477.91,325,2.8045161290322578,31,1,477.91,477.91,477.91,325.0,0
12645.0,34,4,1775.18,1084,2.611095890410959,58,1,443.795,511.96,443.795,271.0,0
12646.0,5,2,1346.97,897,2.387111111111111,43,1,673.485,731.69,673.485,448.5,0
12647.0,22,12,3722.82,1431,5.498842975206611,78,1,310.235,596.8,310.235,119.25,0
12648.0,155,1,318.05,160,3.1723809523809527,21,1,318.05,318.05,318.05,160.0,2
12649.0,107,3,623.51,586,2.6970967741935485,28,1,207.83666666666667,375.0,207.83666666666667,195.33333333333331,0
12650.0,3,1,314.44,254,1.9345,20,1,314.44,314.44,314.44,254.0,0
12651.0,335,1,114.0,78,2.244444444444445,9,1,114.0,114.0,114.0,78.0,2
12652.0,331,1,919.98,505,2.8972916666666664,48,1,919.98,919.98,919.98,505.0,2
12653.0,149,2,2209.85,919,2.59093023255814,37,1,1104.925,1430.75,1104.925,459.5,2
12654.0,11,5,601.98,264,4.420526315789473,31,1,120.396,171.23000000000002,120.396,52.8,0
12656.0,17,5,4051.17,1723,4.4494444444444445,89,1,810.234,1161.07,810.234,344.6,0
12657.0,11,4,1643.18,1044,5.044893617021277,35,1,410.795,618.44,410.795,261.0,0
12658.0,19,1,686.05,320,4.114444444444445,36,1,686.05,686.05,686.05,320.0,0
12659.0,30,1,91.68,105,5.308,5,1,91.68,91.68,91.68,105.0,0
12660.0,11,1,245.1,127,3.865384615384616,13,1,245.1,245.1,245.1,127.0,0
12662.0,1,11,3849.78,2058,3.206478260869565,129,1,349.98,521.62,349.98,187.0909090909091,0
12664.0,8,9,4881.88,1203,11.084864864864864,10,1,542.4311111111111,890.0,542.4311111111111,133.66666666666666,0
12665.0,325,1,63.0,37,6.833333333333333,3,1,63.0,63.0,63.0,37.0,2
12667.0,58,1,620.13,395,3.624242424242424,33,1,620.13,620.13,620.13,395.0,0
12668.0,12,4,3807.15,1634,3.458509316770187,115,1,951.7875,1444.8000000000002,951.7875,408.5,0
12669.0,151,3,2744.03,1115,13.741386138613862,98,1,914.6766666666666,1136.3,914.6766666666666,371.6666666666667,2
12670.0,10,5,2996.05,1397,3.235869565217391,58,1,599.21,696.12,599.21,279.4,0
12672.0,330,1,225.9,78,3.79,10,1,225.9,225.9,225.9,78.0,2
12673.0,5,2,610.52,351,2.9283333333333337,42,1,305.26,389.62,305.26,175.5,0
12674.0,39,4,1970.6,1133,3.230602409638554,52,1,492.65,586.74,492.65,283.25,0
12676.0,25,6,1331.39,670,7.0282222222222215,33,1,221.8983333333333,509.5,221.8983333333333,111.66666666666669,0
12678.0,42,12,17628.46,10923,6.554666666666667,105,1,1469.0383333333332,8895.76,1469.0383333333332,910.25,0
12679.0,59,4,1113.02,554,4.004166666666666,43,1,278.255,794.0600000000001,278.255,138.5,0
12680.0,1,4,862.81,443,3.637884615384615,33,1,215.7025,311.78,215.7025,110.75,0
12681.0,15,22,13787.54,7536,3.1529153605015674,267,1,626.7063636363637,1238.06,626.7063636363637,342.54545454545456,0
12682.0,4,31,12288.22,5575,3.7501523809523807,209,1,396.3941935483871,835.11,396.3941935483871,179.83870967741936,0
12683.0,4,15,8476.57,4987,2.719156976744186,177,1,565.1046666666666,1130.95,565.1046666666666,332.46666666666664,0
12684.0,8,7,2283.63,1985,2.536,61,1,326.23285714285714,489.1,326.23285714285714,283.57142857142856,0
12685.0,28,6,2863.08,1523,3.0710191082802547,117,1,477.18,1057.18,477.18,253.83333333333331,0
